object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
56153,Tang dynasty (618–907),H. 10 1/4 in. (26 cm); Gr. W. 4 5/8 in. (11.7 cm),Tomb Pottery,Man with a shovel Tang dynasty (618–907) 7th century China Earthenware with pigment H. 10 1/4 in. (26 cm); Gr. W. 4 5/8 in. (11.7 cm) Tomb Pottery...,0,,
56155,Tang dynasty (618–907),H. 9 in. (22.9 cm); W. 2 3/4 in. ( 7 cm),Tomb Pottery,Man carrying a bag Tang dynasty (618–907) 7th century China Earthenware with pigment H. 9 in. (22.9 cm); W. 2 3/4 in. ( 7 cm) Tomb Pottery Rogers and...,0,,
56173,Qing dynasty (1644–1911),H. 2.03 in. (5.2 cm); W. 3.16 in. (8 cm); Diam. 3.88 in. (9.9 cm),Hardstone,Brush washer with plum blossoms and feline dragons Qing dynasty (1644–1911) late 18th–early 19th century China Chalcedony H. 2.03 in. (5.2 cm); W. 3.16...,0,,
56207,Qing dynasty (1644–1911),H. 4 3/8 in. (11.1 cm); W. 4 1/2 (11.4 cm); D.  2 1/4 in. (5.7 cm),Jade,Vase with ring handles Qing dynasty (1644–1911) 18th century China Jade (nephrite H. 4 3/8 in. (11.1 cm); W. 4 1/2 (11.4 cm); D. 2 1/4 in. (5.7 cm) Jade...,0,,
56209,Mughal period (1526–1858,Diam. of rim 6 3/4 in. (17.1 cm); Diam. of foot 2 5/8 in. (6.7 cm),Jade,"Mughal jades, made by Indian jade carvers of the Mughal Empire (1526–1858), were first brought to China during the eighteenth century as gifts to the...",0,,
56218,Mughal period (1526–1858),Diam. of rim: 6 5/8 in. (16.8 cm),Jade,Dish in the shape of a chrysanthemum flower Mughal period (1526–1858) 18th century India Jade (nephrite) Diam. of rim: 6 5/8 in. (16.8 cm) Jade Gift of...,0,,
56227,Mughal period (1526–1858),H. 1 7/8 in. (4.8 cm); Diam. 4 1/16 in. (10.3 cm),Jade,Bowl Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays H. 1 7/8 in. (4.8 cm); Diam. 4 1/16 in....,0,,
56254,Qing dynasty (1644–1911),H. 1 9/16 in. (3.9 cm); W. 3 1/8 in. (8 cm); D. 11/16 in. (1.7 cm),Jade,"Belt buckle Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) with gold, enamel, and semiprecious stone inlays H. 1 9/16 in. (3.9 cm); W....",0,,
56277,Eastern Javanese period,H. 80 in. (203.2 cm); W. 3 ft. 3 in. (99.1 cm),Sculpture,"Kings and queens were believed to have a divine origin, being human incarnations of gods on earth. It was thought that they were reunited at death with...",0,,
56431,Late period,H. 5 3/16 in. (13.2 cm); D. 4 1/16 in. (10.3 cm),Metalwork,"Bell Late period ca. 300 BCE–200 CE Thailand (Ban Chiang) Bronze H. 5 3/16 in. (13.2 cm); D. 4 1/16 in. (10.3 cm) Metalwork Samuel Eilenberg Collection,...",0,,
43350,Ming dynasty (1368–1644),H. 12 3/4 in. (32.4 cm); W. 7 1/4 in. (18.4 cm); D. 7 1/4 in. (18.4 cm),Cloisonné,"Many animal patterns appear on decorative arts, including cloisonné enamel, from the sixteenth century onward. These creatures were often imbued with...",0,,
43766,Qing dynasty (1644–1911),H. 5 5/16 in. (13.5 cm); W. 1 1/8 in. (2.9 cm); L. 1 1/16 in. (2.7 cm),Jade,"Belt hooks, which were used to secure the leather belts for warriors, appeared in China in the fifth century B.C. They gradually became status symbols...",0,,
43801,Qing dynasty (1644–1911),H. 8 5/16 in. (21.1 cm); W. 5 15/16 in. (15.1 cm); L. 1 1/8 in. (2.9 cm),Jade,Double gourd ornament Qing dynasty (1644–1911) 19th century China Jade (Nephrite) H. 8 5/16 in. (21.1 cm); W. 5 15/16 in. (15.1 cm); L. 1 1/8 in. (2.9...,0,,
44292,Qing dynasty (1644–1911),Overall (a David): H. 4 7/8 in. (12.4 cm); W. 3 5/16 in. (8.5 cm); D. 3 1/4 in. (8.3 cm) | Overall (b Moses): H. 5 5/16 in. (13.5 cm); W. 3 5/16 in. (8.5 cm); D. 3 5/16 in. (8.5 cm) | Overall (c young Isaiah): H. 4 3/4 in. (12.1 cm); W. 2 11/16 in. (6.8 cm); D. 3 1/4 in. (8.3 cm) | Overall (d old Isaiah): H. 4 3/4 in. (12.1 cm); W. 3 1/4 in. (8.3 cm); D. 3 1/4 in. (8.3 cm),Cloisonné,"The clothing and other attributes of these figures suggest that they are Old Testament personages, which are rarely depicted in Chinese art. The...",0,,
44293,Qing dynasty (1644–1911),Brush holder: H. 6 in. (15.3 cm); Diam. 6 3/4 in. (17.2 cm) | Brush (each): L. 12 1/8 in. (30.8 cm),Jade,Brush holder with two brushes Qing dynasty (1644–1911) 18th century China Jade (nephrite) Brush holder: H. 6 in. (15.3 cm); Diam. 6 3/4 in. (17.2 cm)...,0,,
43904,Qing dynasty (1644–1911),H. 3 1/2 in. (8.9 cm); W. 3/4 in. (1.9 cm); L. 9/16 in. (1.5 cm),Jade,Garment hook Qing dynasty (1644–1911) 19th century China Jade (jadeite) H. 3 1/2 in. (8.9 cm); W. 3/4 in. (1.9 cm); L. 9/16 in. (1.5 cm) Jade Gift of...,0,,
43909,Qing dynasty (1644–1911),W. 7/8 in. (2.2 cm); D. 1 5/16 in. (3.3 cm); L.. 4 in. (10.2 cm),Jade,Belt buckle with dragons Qing dynasty (1644–1911) 19th century China Jade (jadeite) W. 7/8 in. (2.2 cm); D. 1 5/16 in. (3.3 cm); L.. 4 in. (10.2 cm)...,0,,
44313,Eastern Han dynasty (25–220),Diam. 9 1/4 in. (23.5 cm),Mirrors,Mirror with animals of the four directions and other mythical creatures Eastern Han dynasty (25–220) 1st–2nd century China Bronze Diam. 9 1/4 in. (23.5...,0,,
44314,Eastern Han dynasty (25–220),H. 13/16 in. (2.1 cm); W. 15/16 in. (2.4 cm); D. 15/16 in. (2.4 cm) | ,Seals,Seal with Knob in the Shape of a Turtle Eastern Han dynasty (25–220) ca. 1st–2nd century China Bronze H. 13/16 in. (2.1 cm); W. 15/16 in. (2.4 cm); D....,0,,
44320,Eastern Han dynasty (25–220),H. 4 3/4 in. (12.1 cm); W. 8 11/16 in. (22.1 cm); D. 7 1/4 in. (18.4 cm),Ceramics,Pottery models of houses and farm structures were commonly included in Eastern Han burials to provide for the afterlife.,0,,
44322,Eastern Han dynasty (25–220),H. 9 1/4 in. (23.5 cm); W. 14 3/4 in. (37.5 cm),Ceramics,"This animal pen is populated with goats, tended to with one hand by a mother who cradles an infant in her other arm. It is typical of mingqi or &quot;spirit...",0,,
43930,Qing dynasty (1644–1911),H. 3/16 in. (0.5 cm); Diam. 2 1/8 in. (5.4 cm),Jade,"Pendant Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 3/16 in. (0.5 cm); Diam. 2 1/8 in. (5.4 cm) Jade Gift of Heber R. Bishop,...",0,,
43940,Qing dynasty (1644–1911),H. 3 1/4 in. (8.3 cm); Diam. 4 15/16 in. (12.6 cm),Jade,Cup with cover Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite H. 3 1/4 in. (8.3 cm); Diam. 4 15/16 in. (12.6 cm) Jade Gift of Heber R....,0,,
43946,Qing dynasty (1644–1911),H. 9 1/16 in. (23 cm); W. 4 1/4 in. (10.8 cm); D. 2 3/16 in. (5.6 cm),Jade,Bell Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 9 1/16 in. (23 cm); W. 4 1/4 in. (10.8 cm); D. 2 3/16 in. (5.6 cm) Jade Gift of...,0,,
44068,Qing dynasty (1644–1911),H. 6 3/4 in. (17.1 cm),Hardstone,"Vase with cover Qing dynasty (1644–1911) 18th–19th century China Rock crystal H. 6 3/4 in. (17.1 cm) Hardstone Gift of Heber R. Bishop, 1902 02.18.833a, b",0,,
44072,Qing dynasty (1644–1911),H. 4 1/4 in. (10.8 cm); H. incl. base 5 5/8 in. (14.3 cm),Hardstone,Vessel in the shape of a bird with archaic designs Qing dynasty (1644–1911) late 18th–early 19th century China Rock crystal H. 4 1/4 in. (10.8 cm); H....,0,,
43961,Qing dynasty (1644–1911),H. 5 5/16 in. (13.5 cm); W. 6 3/4 in. (17.1 cm); D. 2 11/16 in. (6.9 cm),Jade,"Containers in the shape of a rooster carrying a vessel on its back are an invention of Song dynasty (960–1279) antiquarians, who believed that such...",0,,
43967,"Qing dynasty (1644–1911), Qianlong period (1736–95)",H. 2 5/16 in. (5.9 cm); W. 3 1/16 in. (7.8 cm),Jade,"Vessel in the shape of a chrysanthemum Qing dynasty (1644–1911), Qianlong period (1736–95) China Jade (nephrite) H. 2 5/16 in. (5.9 cm); W. 3 1/16 in....",0,,
43974,Qing dynasty (1644–1911),H. 2 3/8 in. (6.1 cm); W. 7 1/16 in. (18 cm),Jade,Bowl with ring handles Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 2 3/8 in. (6.1 cm); W. 7 1/16 in. (18 cm) Jade Gift of Heber...,0,,
43989,Qing dynasty (1644–1911),H. 1 7/16 in. (3.7 cm); Diam. 6 1/4 in. (15.8 cm),Jade,Dish in the shape of a chrysanthemum flower Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 1 7/16 in. (3.7 cm); Diam. 6 1/4 in....,0,,
44615,Central Javanese period,H. 23 in. (58.4 cm); W. 26 1/2 in. (67.3 cm),Sculpture,Antefix with a Mythical Kala Face Central Javanese period 9th century Indonesia (Java) Volcanic stone (Andesite) H. 23 in. (58.4 cm); W. 26 1/2 in....,0,,
44616,Tang dynasty (618–907),L. 4 in. (10.2 cm),Jewelry,"From the late eighth to the tenth century, it was fashionable for Chinese women to wear decorated combs as part of their coiffure. Comb tops were made...",0,,
44617,Shang dynasty (ca. 1600–1046 BCE),H. 4 5/8 in. (11.7 cm); W. (betw. handles) 9 1/4 in. (23.5 cm); Diam. of rim 6 1/4 in. (15.9 cm); Diam. of foot 4 3/4 in. (12.1 cm),Metalwork,Food Serving Vessel (Gui) Shang dynasty (ca. 1600–1046 BCE) 12th century BCE China Bronze H. 4 5/8 in. (11.7 cm); W. (betw. handles) 9 1/4 in. (23.5...,0,,
44802,Tang dynasty (618–907),H. 5 3/4 in. (14.6 cm); W. 3 1/2 in. (8.9 cm); D. 3 1/8 in. (8.6 cm),Tomb Pottery,"Ensembles featuring female musicians often served as a musical bridge between elite and popular culture. As expert musicians, they were often musical...",0,,
44805,Tang dynasty (618–907),H. 15 in. (38.1 cm); W. 4 1/4 in. (10.8 cm); L. 13 1/4 in. (33.7 cm),Tomb Pottery,"In style and subject matter, this horse and rider with sancai or &quot;three-color&quot; glaze is emblematic of funerary sculpture from the early eighth century,...",0,,
44832,Kofun period (ca. 300–710),H. 15 7/8 in. (40.3 cm); W. 8 1/2 in. (21.6 cm); D. 4 in. (10.2 cm),Sculpture,"The oldest known haniwa have been unearthed from a third-century tomb in Nara Prefecture. Haniwa first developed in funerary rituals of that time, from...",0,,
44833,Kofun period (ca. 300–710),H. 13 1/8 in. (33.3 cm),Sculpture,"Formally attired in a breastplate and studded metal helmet, this haniwa (circle of clay) bust of a warrior vividly attests to the world of early Japan....",0,,
43810,Qing dynasty (1644–1911),H. 6 5/16 in. (16 cm); W. 3 7/16 in. (8.7 cm); L. 2 3/16 in. (5.5 cm),Jade,Figure of Bodhisattva Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 6 5/16 in. (16 cm); W. 3 7/16 in. (8.7 cm); L. 2 3/16 in. (5.5...,0,,
44326,Eastern Han dynasty (25–220),H. 2 3/4 in. (7 cm); D. 12 in. (30.5 cm),Tomb Pottery,Pottery models of houses and farm structures were commonly included in Eastern Han burials to provide for the afterlife.,0,,
44330,Eastern Han dynasty (25–220),H. 3 9/16 in. (9 cm); L. 8 1.2 in. (21.6 cm),Tomb Pottery,Food Container (Kui) Eastern Han dynasty (25–220) 1st–2nd century China Earthenware with green lead glaze H. 3 9/16 in. (9 cm); L. 8 1.2 in. (21.6 cm)...,0,,
44346,Sui (581–618)–Tang (618–907) dynasty,H. 3 1/4 in. (8.3 cm); Diam. 4 1/2 in. (11.4 cm),Ceramics,Although refined white clay with a high percentage of the silicate mineral kaolin(the primary element in porcelain) had been known in China since the...,0,,
44351,Song dynasty (960–1279),H. 1 1/2 in. (3.8 cm); L. 4 1/4 in. (10.8 cm),Jade,Comb top Song dynasty (960–1279) 10th century China Jade (nephrite) H. 1 1/2 in. (3.8 cm); L. 4 1/4 in. (10.8 cm) Jade Charlotte C. and John C. Weber...,0,,
44105,Qing dynasty (1644–1911),Overall: H. 3 3/8 in. (8.6 cm); W. 3 1/2 in. (8.9 cm); D. 3 in. (7.6 cm),Hardstone,Seated Buddha Qing dynasty (1644–1911) 18th–19th century China Rock crystal Overall: H. 3 3/8 in. (8.6 cm); W. 3 1/2 in. (8.9 cm); D. 3 in. (7.6 cm)...,0,,
44108,Qing dynasty (1644–1911),H. 2 1/8 in. (5.4 cm),Hardstone,"Standing Buddha Qing dynasty (1644–1911) late 18th–early 19th century China Amethystine quartz H. 2 1/8 in. (5.4 cm) Hardstone Gift of Heber R. Bishop,...",0,,
44118,Qing dynasty (1644–1911),L. 3 in. (7.6 cm),Hardstone,"Figure of a cicada Qing dynasty (1644–1911) late 18th–early 19th century China Smoky quartz L. 3 in. (7.6 cm) Hardstone Gift of Heber R. Bishop, 1902...",0,,
44390,Three Kingdoms period (220–280),L. 14 1/2 in. (36.8 cm); W. 3 7/8 in. ( 9.8 cm),Metalwork,Ladle with handle in the shape of a dragon&#x27;s head Three Kingdoms period (220–280) 3rd century China Gilt bronze L. 14 1/2 in. (36.8 cm); W. 3 7/8 in. (...,0,,
44139,Qing dynasty (1644–1911),H. 1 7/8 in. (4.8 cm); W. 2 1/8 in. (5.4 cm); D. 2 in. (5.1 cm),Hardstone,Figures of Daoist deities Qing dynasty (1644–1911) 19th century China Jade (nephrite) and agate H. 1 7/8 in. (4.8 cm); W. 2 1/8 in. (5.4 cm); D. 2 in....,0,,
44405,Eastern Han dynasty (25–220),Diam. 4 1/4 in. (10.8 cm),Mirrors,"Inscription: 玄蓋制鏡竟變巧，召工倚山采昜，伐石口口，口火盧冶，幽湅三（参）商，知口日翟（耀），象月明，五帝口口，聖口四方The black canopy (meaning, the emperor) made this mirror, which is most refined",0,,
44410,Han dynasty (206 BCE–220 CE),Horse: H. 13 1/2 in. (34.3 cm); L. 18 11/16 in. (47.5 cm) | Rider: H. 13 in. (33 cm); W. 9 3/4 in. (24.8 cm),Ceramics,"Horseback riding was introduced to China through frequent contact with nomadic peoples, leading to the development of mounted cavalry—a formidable...",0,,
44412,Eastern Han dynasty (25–220),H. 1 3/16 in. (3 cm); L. 4 3/16 in. (10.6 cm),Sculpture,"Small images of pigs—a symbol of wealth in ancient China—sculpted of jade or soapstone, were often placed in the hands of the deceased to express the...",0,,
44210,Qing dynasty (1644–1911),H. 8 in. (20.3 cm); W. 6 1/2 in. (16.5 cm),Jade,Mountain with wooded landscape Qing dynasty (1644–1911) 18th–19th century China Jade (Nephrite) H. 8 in. (20.3 cm); W. 6 1/2 in. (16.5 cm) Jade Bequest...,0,,
44465,Neolithic period,H. 9 3/8 in. (23.8 cm); W. 8 3/4 in. (22.2 cm),Ceramics,"Pitcher (Hu) Neolithic period ca. 2500 BC China Earthenware H. 9 3/8 in. (23.8 cm); W. 8 3/4 in. (22.2 cm) Ceramics Gift of Robert Hatfield Ellsworth,...",0,,
44512,Shang dynasty (ca. 1600–1046 BCE),H. 7 in. (17.8 cm); W. 4 1/4 in. (10.8 cm); D. 3 3/4 in. (9.5 cm),Metalwork,The principal decor on this vessel is a standing owl. Back-to-back owls also decorate the lid.,0,,
44514,Western Zhou dynasty (1046–771 BCE),H. 9 in. (22.9 cm); W. 13 in. (33 cm),Metalwork,Inscription: The same twelve characters are cast on the floor of the vessel and on the inside of the lid: San bo zuo nie ji bao gui qi wan nian yong yong [The Earl of San made this precious gui for Ji of Nie,0,,
44515,Western Zhou dynasty (1046–771 BCE),H. 21 3/4 in. (55.2 cm); W. 14 3/4 in. (37.5 cm),Metalwork,"Among the most important bronzes in the Museum’s collection is a pair of Western Zhou ritual wine containers (hu). Monumental in scale and gracefully proportioned, the vessels (1988.20.4a, b and .5a, b) have flattened pear-shaped bodies with flaring feet and substantial lids that, when inverted, might serve as imposing serving dishes",0,,
44516,Western Zhou dynasty (1046–771 BCE),H. 21 1/2 in. (54.6 cm); W. 14 3/4 in. (37.5 cm),Metalwork,"Among the most important bronzes in the Museum’s collection is a pair of Western Zhou ritual wine containers (hu). Monumental in scale and gracefully proportioned, the vessels (1988.20.4a, b and .5a, b) have flattened pear-shaped bodies with flaring feet and substantial lids that, when inverted, might serve as imposing serving dishes",0,,
44241,Qing dynasty (1644–1911),H. 3 11/16 in. (9.3 cm); W. 8 1/8 in. (20.7 cm); D. 5 3/16 in. (13.2 cm),Jade,Lion and cub Qing dynasty (1644–1911) 18th century China Jade (nephrite) H. 3 11/16 in. (9.3 cm); W. 8 1/8 in. (20.7 cm); D. 5 3/16 in. (13.2 cm) Jade...,0,,
44244,Qing dynasty (1644–1911),H. 7 3/16 in. (18.3 cm); W. 7 15/16 in. (20.2 cm); L. 2 1/2 in. (6.4 cm),Jade,Covered jar with ring handles Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 7 3/16 in. (18.3 cm); W. 7 15/16 in. (20.2 cm); L. 2...,0,,
44245,Qing dynasty (1644–1911),H. 5 9/16 in. (14.1 cm); W. 8 5/8 in. (21.9 cm); D. 6 5/16 in. (16 cm),Jade,Incense burner with cover Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 5 9/16 in. (14.1 cm); W. 8 5/8 in. (21.9 cm); D. 6 5/16...,0,,
44246,Qing dynasty (1644–1911),H. 2 13/16 in. (7.1 cm); W. 4 3/8 in. (11.1 cm); D. 2 15/16 in. (7.5 cm),Jade,Fantastic animal and cub Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 2 13/16 in. (7.1 cm); W. 4 3/8 in. (11.1 cm); D. 2 15/16...,0,,
44247,Qing dynasty (1644–1911),H. 6 1/2 in. (16.4 cm); W. 3 1/2 in. (9.2 cm); D. 2 3/4 in. (7.5 cm),Jade,"The term “champion vase,” which appears only in Western scholarship, refers to vessels that have two narrow vertical compartments connected by a carved...",0,,
44249,Qing dynasty (1644–1911),H. 5 1/2 in. (14 cm); W. 1 1/16 in. (2.7 cm); D. 11/16 in. (1.8 cm),Jade,Garment hook in the shape of a phoenix Qing dynasty (1644–1911) 19th century China Jade (nephrite) H. 5 1/2 in. (14 cm); W. 1 1/16 in. (2.7 cm); D....,0,,
44252,Qing dynasty (1644–1911),H. 9 in. (22.9 cm); W. 4 3/4 in. (12 cm); D. 3 1/8 in. (8 cm),Jade,"This vessel takes the form of an ancient bronze ritual wine container (fanggu). The dragons, a contemporary addition, enliven the classical model with a...",0,,
44256,Qing dynasty (1644–1911),H. 7 1/4 in. (18.4 cm); W. 5 1/16 in. (12.9 cm); D. 3 3/8 in. (8.6 cm),Jade,Bottle in the shape of a gourd Qing dynasty (1644–1911) 19th century China Jade (nephrite) H. 7 1/4 in. (18.4 cm); W. 5 1/16 in. (12.9 cm); D. 3 3/8 in....,0,,
44257,Qing dynasty (1644–1911),H. 2 in. (5.1 cm); D. 3 1/4 in. (8.3 cm),Hardstone,"Water container Qing dynasty (1644–1911) 18th–19th century China Agate H. 2 in. (5.1 cm); D. 3 1/4 in. (8.3 cm) Hardstone Gift of Heber R. Bishop, 1902...",0,,
44022,Qing dynasty (1644–1911),H. 4 9/16 in. (11.6 cm); W. 4 1/8 in. (10.4 cm); D. 2 1/16 in. (5.3 cm),Jade,"This sculpture is typical of an innovative style of the eighteenth to early nineteenth century, when Chinese craftspeople created novel designs by...",0,,
44023,Qing dynasty (1644–1911),H. 4 9/16 in. (11.6 cm); W. 3 1/4 in. (8.3 cm); D. 2 in. (5.1 cm),Jade,"This sculpture is typical of an innovative style of the eighteenth to early nineteenth century, when Chinese craftspeople created novel designs by...",0,,
44277,Qing dynasty (1644–1911),H. 2 1/4 in. (5.7 cm); W. 5 1/4 in. (13.3 cm),Jade,Bowl with archaic design Qing dynasty (1644–1911) 19th century China Jade (nephrite) H. 2 1/4 in. (5.7 cm); W. 5 1/4 in. (13.3 cm) Jade Bequest of...,0,,
44037,,W. 2 3/16 in. (5.5 cm); D. 1 5/16 in. (3.3 cm); L. 13 7/16 in. (34.1 cm),Jade,Paper knife Berquin-Varangoz Workshop 1890 France Jade (nephrite) W. 2 3/16 in. (5.5 cm); D. 1 5/16 in. (3.3 cm); L. 13 7/16 in. (34.1 cm) Jade Gift of...,0,,
44038,,H. 2 1/4 in. (5.7 cm); W. 1 3/8 in. (3.5 cm),Jade,"Bonbonniere Berquin-Varangoz Workshop 1898 France Jade (nephrite) H. 2 1/4 in. (5.7 cm); W. 1 3/8 in. (3.5 cm) Jade Gift of Heber R. Bishop, 1902 02.18.801",0,,
44637,Muromachi period (1392–1573),H. 18 3/8 in. (46.7 cm); Diam. 15 1/2 in. (39.4 cm),Ceramics,Massive Shigaraki jars—named for the valley of their production—are among the most compelling ceramic works of Japan’s medieval period. This one was...,0,,
